_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3217258,324651193,23174778,99,2023-11-03T10:30:00,"Centre Ave & Logan St Pittsburgh, PA 15219",N,Middle Hill,2,AIDED CASE,9497 Aided Case,501,6,6,-79.98972907295574,40.440542219928815
3217259,324668734,23174809,0,2023-11-03T11:15:00,"S Aiken Ave & Walnut St Pittsburgh, PA 15232",Y,Shadyside,4,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,703,8,2,-79.935505673052,40.45064293893679
3217260,324674914,23174929,10,2023-11-03T15:07:00,"Central Ave & Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.03009009024935,40.47659319276106
3217261,325035776,23177872,14,2023-11-08T10:59:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief. / 3301 Arson ,103,6,6,-79.99459104985328,40.435334670473395
3217262,325282758,23175756,10,2023-11-05T01:41:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Shadyside,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 2903 False Imprisonment. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,6,6,-79.99688178462712,40.43480407292362
3217263,325288276,23180083,6,2023-11-13T06:00:00,"900 Block Chetopa St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2022,2,5,-80.05785054935535,40.45291886959563
3217264,325302445,23175213,15,2023-11-04T00:49:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Larimer,5,LOAN ON LEND /GIVE FIREARMS PR,"6115 Loans on, or Lending or Giving Firearms  / 4304(a)(1) Endangering Welfare of Children. / 6301 Corruption of Minors. / 6110.1 Possesion of Firearm by Minor",1208,6,6,-79.99318468129471,40.43507182089466
3217265,325313621,23180164,10,2023-11-13T10:54:00,"2300 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2904,4,3,-79.98740995954455,40.38794186074496
3217266,325314698,23180182,99,2023-11-13T11:36:00,"60 Block Almeda St Pittsburgh, PA 15207",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1515,5,3,-79.93932814768617,40.40331663522648
3217267,325316150,23180232,14,2023-11-13T05:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.99370505437578,40.42180225515111
3217268,325273445,23179710,99,2023-11-12T11:55:00,"700 Block Filbert St Pittsburgh, PA 15232",N,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),703,8,2,-79.93388235282049,40.45252088546745
3217269,-3647010147,23179944,6,2023-11-12T20:28:00,"1000 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,,,,
3217270,324679519,23174963,0,2023-11-03T16:18:00,"200 Block Radcliffe St Pittsburgh, PA 15204",N,Esplen,6,99,"9999 9999 - (Misc. Incident): Mental health issues, referring to Resolve",2017,2,5,-80.05543929851835,40.46282663305655
3217271,324691373,23175237,10,2023-11-04T02:12:00,"1400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,3,3,-79.98403429331502,40.428656560355705
3217272,324697082,23175294,4,2023-11-04T05:24:00,"200 Block Stratford Ave Pittsburgh, PA 15206",N,Friendship,5,AGG-ASSAULT,2702 Aggravated Assault.,807,7,2,-79.93282619775725,40.46210616710164
3217273,324706900,23175441,6,2023-11-04T13:00:00,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,,,,
3217274,324716179,23175600,99,2023-11-04T18:30:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2614,,,,
3217275,324251021,23171920,99,2023-10-29T03:59:00,"1000 Block 5th Ave Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 4914 False Identification to Law Enforcement Authorities,201,6,3,-79.99083372929813,40.43862969649749
3217276,324251865,23171942,10,2023-10-29T04:15:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",Y,Highland Park,5,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 5507(a) Obstructing highway, railroad or public passage / 3736 Reckless Driving / 3714 Careless Driving / 2709(b) Stalking",1102,7,2,-79.92832528501641,40.47230596155568
3217277,324264700,23172094,99,2023-10-29T13:12:00,"1000 Block Manhattan St Pittsburgh, PA 15233",Y,Manchester,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2107,6,1,-80.02542718368707,40.45134086601124
3217278,324273824,23172149,99,2023-10-29T15:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,DRUG INVESTIGATION,9124 Drug Investigation,305,6,3,-79.97998240539275,40.44358891030736
3217279,325335260,23180294,99,2023-11-13T15:24:00,"6300 Block Marchand St Pittsburgh, PA 15206",Y,Shadyside,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),708,8,2,-79.92235926619887,40.45720383333771
3217280,325351237,23178892,99,2023-11-09T13:10:00,"3900 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2701,1,1,-80.03767427297021,40.48724587601415
3217281,324249631,23171854,99,2023-10-29T01:50:00,"Birmingham Brg Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,,,,
3217282,324259825,23172037,6,2023-10-29T11:00:00,"7100 Block Upland St Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1301,9,2,-79.89738699192972,40.46261733662748
3217283,324268062,23172172,99,2023-10-29T02:00:00,"1100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,3,3,-79.98748535786805,40.42872686487963
3217284,324274919,23172260,0,2023-10-29T19:39:00,"200 Block Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,99,9997 Overdose Death,809,7,2,-79.9474952403547,40.46519162659151
3217285,324278570,23172275,10,2023-10-29T20:05:00,"4600 Block Mapledale Dr Pittsburgh, PA 15207",Y,New Homestead,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 4304(a)(1) Endangering Welfare of Children. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 1301 Registration and Certificate of Title Required.",3103,5,3,-79.92073484384329,40.387004188492305
3217286,325025823,23177767,10,2023-11-08T18:45:00,"2500 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,501,6,3,-79.97221721058021,40.449542835916866
3217287,325089630,23178073,14,2023-11-08T23:00:00,"3700 Block Charlotte St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,603,7,2,-79.96555456285532,40.46663018572894
3217288,325095579,23178089,0,2023-11-09T11:35:00,"2400 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,99,9093 Indirect Criminal Contempt,2018,2,5,-80.04219887880271,40.453500922036
3217289,325170289,23178621,99,2023-11-10T12:40:00,"4600 Block Forbes Ave Pittsburgh, PA 15213",Y,Squirrel Hill North,4,FOUND PROPERTY,9489 Found Property,1401,,,,
3217290,325179652,23178638,99,2023-11-10T12:42:00,"200 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1914,2,5,-80.01086390681444,40.42437057773013
3217291,324731768,23175851,14,2023-11-05T09:05:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-80.00207710815553,40.44123639882767
3217292,324735843,23175917,0,2023-11-05T11:51:00,"100 Block Munson Ave Mckees Rocks, PA 15136",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.0560195458453,40.471340995408184
3217293,324740766,23175957,15,2023-11-05T14:07:00,"Highland Park Brg Ramp & Washington Blvd Pittsburgh, PA 15206",Y,Highland Park,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3362 Maximum Speed Limits. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving",1106,,,,
3217294,324750427,23176105,99,2023-11-05T18:30:00,"Cedar Ave & E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,FOUND PROPERTY,9489 Found Property,2204,1,1,-80.00262459486903,40.45622719556762
3217295,324761880,23176247,11,2023-11-06T03:55:00,"1500 Block Shire Pl Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud,1918,,,,
3217296,324773918,23176277,6,2023-11-06T06:00:00,"300 Block Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,402,6,3,-79.96577068150611,40.44285878294734
3217297,324778046,23176303,6,2023-11-05T16:00:00,"2100 Block Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.0122981716194,40.46371140275706
3217298,324750944,23176084,6,2023-11-05T18:44:00,"5300 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1017,9,2,-79.938230195682,40.46587068960063
3217299,324338694,23172602,99,2023-10-30T13:25:00,"900 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,AIDED CASE,9497 Aided Case,1803,3,5,-79.99046913370958,40.42006226876304
3217300,324342711,23172641,14,2023-10-29T09:00:00,"5900 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1408,5,3,-79.92023990737405,40.4321213438074
3217301,324350996,23172679,11,2023-10-30T00:01:00,"100 Block N Linden Ave Pittsburgh, PA 15208",N,Point Breeze North,4,IDENTITY THEFT,4120 Identity Theft,1405,9,2,-79.90998519341626,40.452822496941806
3217302,324352271,23172639,0,2023-10-30T16:44:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,99,9093 Indirect Criminal Contempt,2018,2,5,-80.05560025984737,40.456481563797496
3217303,324353300,23172689,6,2023-10-30T14:00:00,"Madison Ave & River Ave Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,6,-79.99544042119572,40.450040478877455
3217304,324360990,23172751,27,2023-10-30T17:50:00,"Frankstown Ave & N Lang Ave Pittsburgh, PA 15208",N,Homewood North,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1302,9,2,-79.89853167045436,40.45791375214455
3217305,324361691,23172741,14,2023-10-30T17:00:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,8,2,-79.92259331496999,40.46013933681722
3217306,324361854,23172710,14,2023-10-30T16:00:00,"600 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1915,,,,
3217307,324362669,23172768,6,2023-10-30T00:01:00,"1200 Block Arlington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1803,3,5,-79.99231400903936,40.42178978356832
3217308,324364338,23172813,27,2023-10-30T20:00:00,"100 Block Merrimac St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.01295427369871,40.43533208590248
3217309,324366434,23172807,27,2023-10-30T20:30:00,"Brett St & Chessland St Pittsburgh, PA 15205",N,Westwood,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2811,2,5,-80.05608458939075,40.42905638452447
3217310,324366462,23172828,6,2023-10-30T19:00:00,"400 Block Semple St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,406,3,3,-79.95499607563755,40.43693967948341
3217311,325134820,23171939,4,2023-10-29T04:20:00,"1800 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,AGG-ASSAULT,"2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License. / 6115 Loans on, or Lending or Giving Firearms  / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2901,4,3,-79.98817893144884,40.39713149401125
3217312,325135597,23178502,10,2023-11-09T12:30:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.00161356345536,40.438866132202165
3217313,325154715,23178540,27,2023-11-10T00:01:00,"General Robinson St E & Federal St S Pittsburgh, PA 15212",N,North Shore,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2205,1,6,-80.00425338358014,40.44825364868957
3217314,325161610,23178573,27,2023-11-10T10:02:00,"Rialto St & Pa Rt 28 Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,,,,
3217315,325167570,23178619,0,2023-11-10T12:00:00,"2500 Block Wadsworth St Pittsburgh, PA 15213",N,Middle Hill,4,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,501,,,,
3217316,325181814,23178182,27,2023-11-09T14:48:00,"Liberty Ave & Taylor St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,802,7,2,-79.95088744572868,40.46264419177636
3217317,325190450,23178733,9,2023-11-10T15:53:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",Y,Hazelwood,4,FORGERY,4101 Forgery. / 3922 Theft by Deception. / 4106 Access Device Fraud,1515,5,3,-79.94368635339228,40.408550252190246
3217318,325190724,23178759,0,2023-11-10T16:45:00,"2300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,9093 Indirect Criminal Contempt,1609,3,3,-79.97290517173987,40.42815353955902
3217319,325192432,23178825,99,2023-11-10T19:20:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",N,Banksville,6,MENTAL 201/302,9498 302 (Mental),2023,,,,
3217320,324326421,23172510,10,2023-10-30T09:30:00,"5200 Block Dearborn St Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1017,9,2,-79.9395692488706,40.46521463645244
3217321,324336606,23172614,99,2023-10-30T11:50:00,"60 Block Amanda St Pittsburgh, PA 15210",N,South Side Slopes,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1706,,,,
3217322,324336636,23172604,0,2023-10-30T13:20:00,"Hemlock St & Boyle St Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Non reportable accident,2206,1,1,-80.00631010793809,40.45746440888093
3217323,324384372,23172084,0,2023-10-29T12:30:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",N,North Shore,1,99,8104 CLASS 1 - Suspicious Package or Device,2205,1,6,-80.01577932158622,40.44678403083185
3217324,324407566,23173044,99,2023-10-31T09:21:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,FOUND PROPERTY,9489 Found Property,1403,8,3,-79.92333664685833,40.44142299875309
3217325,324436411,23173036,0,2023-10-31T09:52:00,"1300 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.03022390522763,40.46745229298377
3217326,324443573,23173200,11,2023-10-31T15:00:00,"100 Block Burrows St Pittsburgh, PA 15213",N,West Oakland,4,THEFT BY DECEPTION,3922 Theft by Deception.,402,,,,
3217327,-3545226672,23177502,6,2023-11-08T10:23:00,"100 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.98347362648163,40.427952761116806
3217328,324996516,23177538,14,2023-11-08T03:00:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1609,3,3,-79.97038111303263,40.42655072086149
3217329,325007151,23177626,27,2023-11-08T13:45:00,"Knoll St & Ocala St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-80.00140911140343,40.45747828113615
3217330,325007415,23177624,9,2023-11-08T15:15:00,"600 Block Chester Ave Pittsburgh, PA 15214",N,Perry South,1,FORGERY,4101 Forgery. / 3922 Theft by Deception.,2614,6,1,-80.01732530717445,40.4659411296593
3217331,325010062,23177639,14,2023-11-08T15:00:00,"2800 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1609,3,3,-79.9672359513962,40.42480704835018
3217332,325010666,23177640,14,2023-11-08T15:30:00,"2800 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1609,3,3,-79.9672359513962,40.42480704835018
3217333,325019378,23177701,27,2023-11-08T17:20:00,"2600 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.96916247255295,40.42573862733732
3217334,325023136,23177749,6,2023-11-08T17:15:00,"3700 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,3,3,-79.95737163815019,40.441032219113126
3217335,325270159,23179934,14,2023-11-12T21:00:00,"300 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,405,3,3,-79.95494146025396,40.439921104537575
3217336,325270576,23179937,0,2023-11-12T21:15:00,"Pawnee St & Cohassett St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Weapons discharge / Animal dispatch,1903,2,5,-80.01882946390394,40.43637727997441
3217337,324794252,23176376,6,2023-11-05T18:00:00,"1800 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2701,1,1,-80.0418455028157,40.47989913355437
3217338,324803242,23176369,5,2023-11-06T11:00:00,"200 Block N Aiken Ave Pittsburgh, PA 15206",N,Garfield,5,BURGLARY,3502 Burglary.,1114,7,2,-79.93760873906452,40.46332747211888
3217339,324816703,23176506,6,2023-11-03T12:30:00,"1000 Block Western Ave Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107,6,1,-80.01893797512486,40.45152717945607
3217340,-3663021427,23176588,6,2023-11-06T16:02:00,"6400 Block Wilkins Ave Pittsburgh, PA 15217",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(b.1) Criminal Trespass - Simple Trespasser,1404,8,3,-79.91897227548006,40.44393456533593
3217341,324825610,23176514,99,2023-11-06T16:30:00,"Choate Way & Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,FOUND PROPERTY,9489 Found Property,809,7,2,-79.94755827117524,40.464678351455966
3217342,324854961,23176852,6,2023-11-07T07:30:00,"6400 Block Nicholson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,5,3,-79.91774129032316,40.4303067576788
3217343,324412975,23172978,14,2023-10-31T07:00:00,"1600 Block Shelburne Ln Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1414,,,,
3217344,324417478,23173015,14,2023-10-31T07:00:00,"Shelburne Park Park Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1414,,,,
